BOR;AN;nofinesset;nofinessej;SPED;UPED;LIT_PED;PLA_PED;SEJHP_PED;SEJHC_PED;JOU_PED;EFFPL_PM;EFFPL_PED;EFFPA_PM;EFFPA_PED;ETP_PM;ETP_PED;GAR_PM;GAR_PED;AST_PM;AST_PED;EFFPL_INFNS;EFFPL_PUE;EFFPL_AUX;EFFPL_KINE;EFFPL_PSY;EFFPL_APNM;EFFPA_INFNS;EFFPA_PUE;EFFPA_AUX;EFFPA_KINE;EFFPA_PSY;ETP_INFNS;EFFPA_APNM;ETP_PUE;ETP_AUX;ETP_KINE;ETP_PSY;ETP_APNM
MCOPED;2017;750803454;750712184;1;1;297;47;11893;15614;53143;106;79;81;59;89.35;47.12;1;1;1;1;306;76;204;0;14;88;62;10;31;0;9;357.58;34;84.3;229.2;0;18.5;110.15
MCOPED;2017;760000018;760780023;1;1;21;2;412;1432;3072;4;4;4;4;5.85;5.85;0;0;1;1;6;3;;6;1;8;10;5;;5;;13.22;5;6.54;;10.35;0.7;9.53
MCOPED;2017;760000158;760780239;1;1;209;26;5500;9799;31324;44;24;16;11;42.24;25.5;1;1;0;0;93;45;87;;3;61;74;40;47;;5;143.05;26;69.78;106.55;;5.17;75.94
MCOPED;2017;760000364;760780734;1;0;10;;0;996;2597;4;4;1;1;3.27;3.27;0;0;1;1;8;1;0;0;0;5;3;0;0;0;1;11.12;5;0.9;0;0;0.05;7.25
MCOPED;2017;760000463;760024042;1;;12;0;0;1499;3576;4;4;5;5;7;7;;1;;1;;1;;;;3;13;11;;;;1;25;7.63;;;;10.49
MCOPED;2017;760805770;760780726;1;1;53;14;1409;5904;13083;3;1;10;6;8.58;4.46;0;0;1;1;28;3;0;;1;41;35;13;4;;1;42.9;36;13.11;3.02;;1.35;55.92
MCOPED;2017;770000131;770021145;1;1;10;0;0;903;2513;6;;;;5.2;;1;1;0;0;7;1;8;;;4;2;1;;;1;7.6;;1.3;8.73;;0.54;3.44
MCOPED;2017;770000149;770021152;1;1;17;3;536;1852;3503;;;8;8;2.75;2.75;1;1;0;0;;;;;;;40;9;26;;1;13.63;17;3.83;12.15;;0.5;13.01
MCOPED;2017;770000156;770110054;1;1;34;2;277;2325;4926;10;10;12;12;14.4;14.4;1;1;0;0;30;4;;;;;11;5;;;3;35.81;;7.68;;;1.41;
MCOPED;2017;770000164;770021152;1;0;9;1;276;1076;2938;3;;1;;3.2;;1;1;0;0;8;5;6;;;4;;;;;2;7.23;4;5;4.97;;0.8;5.15
MCOPED;2017;770000172;770110070;1;1;14;2;103;1247;2877;5;5;;;5;5;;;;;7;5;5;;;5;3;1;4;;;9.75;1;4.75;6.89;;;4
MCOPED;2017;770000446;770021145;1;1;34;3;696;3447;8904;9;6;11;8;8.31;7.49;1;1;0;0;24;6;5;;;12;9;;6;;3;30.47;;6.08;10.82;;1.5;16.01
MCOPED;2017;770019032;770021145;1;1;25;2;987;2396;7190;7;5;9;1;6.08;2.6;;;;;13;;7;;;8;1;;;;;15.01;1;;6.38;;;10.01
MCOPED;2017;780000287;780110011;1;1;32;0;0;4499;6292;5;5;1;1;4.56;4.56;;;;;15;7;28;2;;12;8;1;9;;2;15.91;2;7.97;27.74;0.3;0.49;11.22
MCOPED;2017;780000311;780001236;1;1;26;4;823;3439;6595;6;6;8;7;6.41;6.21;0;0;0;0;13;12;13;0;2;11;6;2;4;0;0;15.69;0;14.91;16.78;0;2;11.1
MCOPED;2017;780000329;780110052;1;1;8;2;336;1070;2409;6;;1;;6.5;;1;1;0;0;10;5;12;0;0;6;2;0;1;0;0;12.12;1;4.72;12.98;0;0;5.46
MCOPED;2017;780630026;750803900;1;0;1;8;1635;35;298;;;6;5;1.71;1.67;;;;;14;1;7;;;;5;0;5;;;1.38;1;0.1;1.12;;;0.95
MCOPED;2017;780800256;780110078;1;1;34;6;1146;3031;9417;7;;13;;10.91;;;;;;12;12;14;;;9;3;4;7;;3;15.73;2;15.06;20.56;;1.76;9.71
MCOPED;2017;790000087;790000012;1;1;19;5;122;2327;5655;7;7;5;5;9.67;9.67;1;1;0;0;5;6;14;;1;3;12;2;8;1;2;14.12;12;7.47;19.43;0.6;1.62;9.37
MCOPED;2017;800000143;800000028;1;;19;1;93;1601;3105;2;2;11;11;3.48;3.48;0;0;1;1;5;3;3;0;0;6;6;2;3;0;1;9.71;4;3.9;5.25;0;0.2;8.57
MCOPED;2017;800006124;800000044;1;;70;43;3446;7665;23957;5;4;33;24;15.43;13.15;1;1;;;49;16;34;;;33;27;9;10;;2;65.13;13;23.43;36.1;;0.99;41.92
MCOPED;2017;810000505;810000331;1;1;10;2;520;1015;2712;1;1;5;5;3.17;3.17;0;0;1;1;6;3;1;;;;5;1;3;;;10.93;6;2.5;3.84;;;2.02
MCOPED;2017;810000521;810000380;1;0;12;;0;1495;2786;7;7;1;1;7.26;7.26;0;0;1;1;1;13;8;4;;4;1;7;4;4;;1.28;1;10.17;9.25;0.2;;2.34
MCOPED;2017;820000032;820000016;1;0;15;2;268;1675;2939;0;0;6;6;3.3;3.3;;;;;;;;;;2;10;12;8;2;;3.95;10;4.61;5.47;0.27;;6.91
MCOPED;2017;830000287;830100525;1;;11;2;23;1323;2749;4;4;2;2;3.6;3.6;0;0;1;1;5;7;6;;2;13;1;2;2;;;4.78;1;5.4;5.9;;0.33;5.82
MCOPED;2017;830000295;830100533;1;1;18;0;0;2053;3932;2;2;5;5;4.51;4.51;0;0;1;1;2;3;9;;;3;1;4;5;;;1.96;6;6.28;9.14;;;5.33
MCOPED;2017;830000311;830100566;1;1;5;2;245;1448;3189;1;1;2;2;3.94;3.94;0;0;1;1;5;3;8;;;7;;4;;;;5.75;1;6.87;8;;;7.89
MCOPED;2017;830000345;830100616;1;1;32;1;375;5407;9421;6;5;7;4;9.14;8.17;1;1;0;0;7;7;6;;;0;3;7;5;;;6.94;4;14.34;11.25;;;3.21
MCOPED;2017;830100558;690781810;1;0;2;2;261;40;323;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MCOPED;2017;840001861;840006597;1;1;62;1;306;6107;11462;8;3;6;5;5.6;3.05;0;0;1;0;7;20;21;1;1;17;5;10;10;;3;11.73;7;24.43;26.63;0.4;2.4;21
MCOPED;2017;850000142;850000019;1;1;27;3;530;3155;5622;2;2;10;10;5.62;4.62;;;;;0;1;1;;0;1;18;11;24;;1;11.78;17;8.72;20.6;;0.06;13.31
MCOPED;2017;850000241;850000084;1;0;7;0;0;789;1447;3;3;;;1.87;1.87;0;0;0;0;9;1;3;;;15;;1;4;;;4.75;3;1.77;1.65;;;3.31
MCOPED;2017;850009630;850000035;1;0;10;;0;1105;1678;3;3;0;0;2.6;2.6;;;;;2;1;3;0;0;0;1;2;3;0;3;3.91;1;3.11;5.51;0;0.83;0.1
MCOPED;2017;860000223;860014208;1;1;37;3;780;5566;12979;12;9;3;3;12.02;9.94;0;0;1;1;20;4;15;;;8;7;5;12;;;21.05;3;6.88;19.84;;;7.11
MCOPED;2017;860780568;860000140;1;0;4;;;;;4;2;;;5;3;0;0;1;1;4;;7;;;;;;;;;4;;;7;;;
MCOPED;2017;870014859;870000015;1;1;102;15;2918;4649;12740;34;22;3;1;23.06;14.95;;;;;61;46;29;7;2;78;29;20;8;0;0;84.31;16;61.98;34.92;6.53;0.9;91.08
MCOPED;2017;880000021;880007059;1;1;10;;0;1189;1995;5;5;6;6;7.37;7.37;1;1;0;0;13;14;10;;;3;4;3;1;;;14.14;5;15.73;10.19;;;4.66
MCOPED;2017;880000047;880780077;1;1;10;;0;1056;2135;3;3;;;3.07;3.07;0;0;1;1;5;6;6;;;1;2;4;1;;;4.8;2;10.85;6;;;1.15
MCOPED;2017;880000054;880007299;1;0;10;2;422;805;1593;;;3;3;1.57;1.57;0;0;1;1;1;1;;;;;3;3;19;;1;2.82;12;4.16;5.3;;0.25;3.83
MCOPED;2017;880000062;880780093;1;1;14;3;798;1519;3208;1;;4;4;2.62;1.62;0;0;1;1;;;;;;;13;8;0;0;2;7.79;25;2.11;0;0;0.89;12.04
MCOPED;2017;890975527;890000037;1;1;18;2;237;2084;4491;7;6;1;1;6.5;5.5;;;;;8;7;9;;;10;4;1;3;;;11.07;2;7.5;10.86;;;11.35
MCOPED;2017;890975550;890970569;1;1;22;2;184;1408;3620;7;7;1;1;5.6;5.6;0;0;1;1;9;3;6;;;3;;1;1;1;1;7.65;2;4.02;6.49;0.34;0.38;3.21
MCOPED;2017;900003039;900000365;1;;19;6;609;2313;4132;7;7;11;11;10.8;10.8;;1;;0;11;3;;;;12;6;2;;;;14.86;3;4.17;;;;16.57
MCOPED;2017;910000272;910110014;1;1;9;2;117;1038;2249;;;6;6;5.76;5.76;1;1;0;0;5;2;3;;;3;19;;5;;;13.2;3;1.8;8.14;0.13;0.14;3.76
MCOPED;2017;910000280;910019447;1;1;16;2;150;1376;4845;3;3;1;1;3.49;3.49;;;;;8;1;6;;1;3;3;2;7;;;9.58;;2.72;12.27;;0.1;2.96
MCOPED;2017;910000298;910110055;1;1;16;4;964;2134;3880;5;4;1;0;5.39;3.9;;;;;15;3;8;;;7;2;;;;;13.17;1;2.78;7.17;;;5.91
MCOPED;2017;910000306;910110063;1;1;13;2;847;1464;3093;4;;4;;5.77;;1;1;0;0;15;1;5;;;5;8;4;2;;;18.33;1;3.85;6.77;;;5.59
MCOPED;2017;910020254;910002773;1;1;38;6;1141;3513;9902;;;;;;;;;;;27;6;19;;5;10;3;1;4;;3;22;5;7;18;;5;10
MCOPED;2017;910300219;910003888;1;0;37;;0;757;2247;9;2;;;9;2;1;1;1;0;24;8;14;;1;7;;;;;;23.13;;8;13.81;;0.7;6.39
MCOPED;2017;920000585;920026374;1;1;18;0;0;1695;3811;5;4;2;2;4.7;3.7;;;;;12;3;9;;;8;;1;1;;2;11.12;6;2.91;9.8;;0.57;8.24
MCOPED;2017;920000643;920150034;1;1;19;0;0;1073;3277;7;7;4;4;6.76;6.73;;;;;7;2;6;;;5;;;;;;6.08;;2;4.33;;;4.4
MCOPED;2017;920000684;920150091;1;0;28;;0;602;4697;11;3;1;;11.23;2.84;;;;;26;4;15;;;24;5;;1;;1;29.86;3;4.39;13.93;;0.33;27.02
MCOPED;2017;920100013;750712184;1;1;30;3;748;2354;5839;10;10;16;16;9.87;9.87;1;1;1;1;14;1;16;0;1;4;1;0;1;0;1;18;2;0.92;14.47;0;1.42;3.47
MCOPED;2017;920100021;750712184;1;;6;2;679;3636;6835;10;2;8;4;5.8;3.3;;;;;6;;;;;3;;;;;;5.82;2;;;;;5.92
MCOPED;2017;920100047;750712184;1;;16;5;1183;3491;6940;7;7;2;2;8;8;;;;;;;;;;;;;;;;;;;;;;
MCOPED;2017;920100054;750712184;1;0;39;4;1729;930;8521;16;12;13;12;15.95;12.94;1;1;1;1;41;4;42;5;0;10;6;0;7;1;3;45.57;2;3.15;46.54;5.8;2.5;9.76
MCOPED;2017;930000286;930021480;1;1;18;2;3929;1554;4676;7;7;4;2;8.7;8.2;1;1;1;1;13;3;8;;;13;;1;;;2;12.82;;3.29;4.6;;1.3;11.72
MCOPED;2017;930000302;930110036;1;1;20;3;414;1629;4435;8;8;5;5;9.09;9.09;1;1;0;0;11;;11;;;7;3;;;;2;13.78;;0.83;9.25;;0.93;7.7
MCOPED;2017;930000328;930110051;1;;30;2;3490;2621;7344;;;;;;;;;;;18;3;16;;;;1;3;3;;1;16.55;;1.73;17.17;;0.43;
MCOPED;2017;930000336;930110069;1;1;33;4;2358;2669;9431;7;;3;;8.1;;1;;0;;20;3;14;0;0;5;3;1;2;;;21.5;2;3.5;15.3;;;6.7
MCOPED;2017;930100045;750712184;1;1;36;8;1548;2807;8841;10;10;32;24;20.7;18.2;;;;;70;5;9;;;28;9;1;3;;1;76.6;8;5.5;11.5;;0.4;34.6
MCOPED;2017;940000573;940110018;1;1;52;5;2109;5616;15160;14;8;7;4;15.34;9.08;;;;;31;4;15;0;0;21;4;0;0;0;3;33.52;4;4;15.53;0;2.07;22.68
MCOPED;2017;940000599;940110042;1;1;76;7;825;4514;11836;18;12;7;3;20.4;13.5;;;;;51;2;20;;;27;3;;1;;;53.7;2;2;21;;;27
MCOPED;2017;940000649;940150014;1;1;38;5;1112;3801;8190;7;6;7;4;10.8;7.9;1;1;1;1;6;;10;;;1;1;1;1;1;2;5.12;1;0.85;9.4;0.4;0.71;1.5
MCOPED;2017;940000664;940160013;1;;22;8;2645;1237;5436;16;14;2;2;16;13.95;;1;;1;48;9;4;;2;36;10;0;0;;0;49.54;3;9.04;2.75;;2.53;35.41
MCOPED;2017;940100043;750712184;1;1;10;8;4534;8533;31576;6;6;6;4;8.4;7.5;;;;;1;;;;;3;5;;;;;5.14;3;;;;;4.9
MCOPED;2017;950000307;950110015;1;1;21;2;521;2211;4576;3;3;8;5;5.82;5.01;1;1;0;0;12;1;6;0;0;6;2;0;0;0;2;13.88;2;0.67;6.8;0;1;6.8
MCOPED;2017;950000315;950001370;1;0;18;1;167;1769;4010;;;13;12;5.62;4.62;1;1;0;0;11;1;2;;;4;4;1;;;1;12.26;1;1.7;2.3;;0.5;4.47
MCOPED;2017;950000323;950013870;1;1;25;5;297;2045;6341;4;4;7;5;4.83;4.77;1;1;1;1;6;3;6;;1;6;3;3;7;;1;8.65;6;4.6;10.09;;1.29;8.58
MCOPED;2017;950000331;950110049;1;1;49;4;913;4174;10728;5;5;14;11;8.51;8.09;;;;;20;3;17;;;6;9;3;6;;1;25.54;3;4.79;20.63;;0.65;8.51
MCOPED;2017;950000364;950110080;1;1;42;5;197;3852;9143;;;;;;;;;;;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;1.96
MCOPED;2017;950630012;750721334;1;0;5;;0;268;1186;1;1;;;0.65;0.65;1;1;;;3;;;;;;1;;;;;3.4;;;;;;
MCOPED;2017;970100392;970100178;1;0;14;4;248;818;2256;0;0;6;6;5.63;5.63;;;;;13;8;0;0;0;10;7;1;1;0;0;18.65;14;9.1;0.8;0;0;19.01
MCOPED;2017;970100400;970100186;1;0;8;0;0;455;1073;;;2;2;0.39;0.39;0;0;1;1;3;14;;;;;;;;;;2.95;;11.29;;;;
MCOPED;2017;970100442;970100228;1;1;31;10;1203;3247;8718;4;;2;;6;6;;;;;16;9;19;;1;10;;2;2;;;16;;10.6;20.3;;1;10
MCOPED;2017;970211215;970211207;1;1;;;0;0;0;19;19;1;1;13;13;1;;;;22;14;19;2;;5;1;;;;;22.46;;13.21;19;2;;5
MCOPED;2017;970211223;970211207;1;0;12;2;19;456;1026;2;2;1;1;2.5;2.5;;;;;8;1;;;;19;;;;;;8;;1;;;;19
MCOPED;2017;970211256;970211207;1;1;45;8;1283;4222;14332;19;19;2;2;13;13;0;0;0;0;20;11;19;2;;5;1;;;;;22.46;;13.21;19;2;;5
MCOPED;2017;970300026;970302022;1;0;38;4;736;2748;11183;26;18;3;3;24.15;16.63;;;;;73;14;42;0;1;15;3;1;2;0;0;75.54;0;14.63;39.46;0;1;15.46
MCOPED;2017;970300083;970302121;1;0;30;0;0;1175;5310;11;11;0;0;9.65;9.65;1;1;1;1;31;3;14;0;0;14;0;0;0;0;0;26.72;2;3.69;14.15;0;0;14.68
MCOPED;2017;970300265;750721334;1;0;11;0;0;619;1893;2;2;1;1;1.7;1.7;1;1;0;0;7;0;7;;;3;;0;;;;6.64;;1.12;7.19;;;3.31
MCOPED;2017;970400024;970408589;1;1;59;7;2211;4099;15935;3;3;28;17;15.68;11.63;0;0;1;1;39;6;34;1;1;11;2;2;7;;;40.25;1;6.66;37.55;1;1;11.03
MCOPED;2017;970400057;970408589;1;1;54;4;1295;4694;13822;14;13;2;2;15.1;14.1;1;1;0;0;39;15;42;;1;11;5;3;9;2;1;44;4;15.5;44.5;0.8;1.5;11.7
MCOPED;2017;970400065;970421038;1;1;24;;0;2781;6503;3;3;10;10;5.53;5.53;1;1;0;0;12;6;0;0;0;23;6;4;0;0;1;14.47;5;9.05;0;0;0.5;25.9
MCOPED;2017;970400073;970403606;1;1;8;;0;995;1930;2;2;0;0;2.18;2.18;;;;1;9;3;15;0;0;3;1;1;4;1;0;9.37;1;4.35;14.74;0.31;0;4.07
MCOPED;2017;980500011;980500003;1;0;38;2;315;3136;17986;9;9;4;4;12.17;12.17;;;;;27;1;26;;1;13;;;;;;26.05;;2.4;22.15;;1;14.44
MCOPED;2016;010000024;010780054;1;1;22;4;205;2313;5411;4;4;;;2.06;2.06;1;1;1;1;6;9;7;;;3;6;7;4;;2;8.53;;10.94;7.95;;0.74;3
MCOPED;2016;010000032;010780062;1;1;4;0;0;736;1251;2;2;;;1.17;1.17;0;0;1;1;7;;2;;;5;;;1;;;6.21;1;;2.87;;;5.15
MCOPED;2016;010005239;010008407;1;0;14;1;72;1107;3146;0;0;5;4;2.85;2.75;;;1;1;3;3;5;0;0;0;1;0;6;0;1;3.44;1;3.25;9.05;0;0.07;0.08
MCOPED;2016;020000162;020000063;1;1;20;4;341;2437;5035;2;2;4;4;5.2;5.2;1;1;0;0;11;8;23;0;2;12;3;4;5;0;1;12.58;8;10.43;26.5;0;2.5;15.76
MCOPED;2016;020000394;020000253;1;1;16;1;63;997;2426;3;3;1;1;2.76;2.76;1;1;0;0;7;0;2;0;1;10;9;0;1;0;0;10.42;4;1.65;2.64;0;1;11.53
MCOPED;2016;020000519;020000261;1;0;15;;0;1411;3785;7;7;1;1;7.5;7.5;1;1;1;1;9;1;4;;;1;6;0;3;;;12.84;;1;6.1;;;1
MCOPED;2016;020000535;020000287;1;0;4;;0;312;1471;0;0;3;3;0.4;0.4;1;1;0;0;4;1;2;;;;1;1;1;;;4.5;;1.8;2.5;;;
MCOPED;2016;020001061;020004404;1;1;12;0;102;590;1396;1;1;2;2;1.03;1.03;0;0;1;1;2;4;3;;;1;1;1;1;;;2.67;;5.85;3.34;0.1;;1.27
MCOPED;2016;020001087;020004495;1;0;2;0;0;56;0;;;1;;0.2;;0;;0;;;;;;;;;;;;;;;;;;;
MCOPED;2016;030000061;030780092;1;1;15;2;432;1269;2674;0;0;3;3;0.68;0.68;0;0;1;1;8;5;4;0;0;13;5;2;1;0;3;12.18;4;7;4.95;0;1.72;14.98
MCOPED;2016;030000079;030780100;1;;34;0;0;2201;3987;5;5;1;1;6.27;6.27;0;0;1;1;13;8;15;;1;14;;1;5;;;12.78;2;8.8;19.79;;1;10.84
MCOPED;2016;030000087;030780118;1;;22;;0;2347;5483;2;2;3;3;3.56;3.56;0;0;1;1;10;5;12;;1;12;4;3;0;;0;13.97;3;7.4;11.8;;1;13.8
MCOPED;2016;040000093;040780215;1;0;8;;0;924;1495;2;2;3;2;3.31;3.21;0;0;1;1;1;1;;;;3;1;4;;;;1.8;4;3.57;;;;5.9
MCOPED;2016;040000911;040788879;1;0;2;;0;61;166;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MCOPED;2016;050000231;050000116;1;;4;;0;457;844;1;1;2;2;2.44;2.44;;;;;4;1;2;0;0;1;2;0;1;0;0;5.14;2;1;2.83;0;0;2
MCOPED;2016;050000348;050002948;1;0;9;1;25;1131;2607;0;0;6;6;2.98;2.98;;;;;0;2;1;0;0;4;18;8;24;0;0;4.06;5;8.65;10.7;0;0;4.39
MCOPED;2016;060000478;060780897;1;1;22;2;130;1367;2922;7;7;3;3;5.53;5.53;;;;;1;13;10;1;2;5;3;4;4;;1;3.45;2;15.62;12.14;0.2;0.64;5.62
MCOPED;2016;060000510;060780954;1;;20;1;214;1583;3492;6;6;5;5;5.9;5.9;;;1;;5;7;7;;;12;2;4;7;;;6.56;2;10.64;10.7;;;12.58
MCOPED;2016;060000544;060780988;1;1;18;5;62;1410;2690;7;7;5;4;4.97;4.87;1;1;0;0;;;;;;2;7;9;14;;;4.92;8;6.59;11.29;;;7.52
MCOPED;2016;060780947;060800174;1;;100;21;4321;9565;26298;31;10;65;19;41.7;16.9;1;1;1;1;38;32;56;2;2;94;8;9;11;6;5;38.6;39;33.2;56.5;3;3.9;101.7
MCOPED;2016;060789195;060785011;1;0;10;6;1733;510;2505;2;2;2;2;3.35;3.35;0;0;1;1;31;7;9;;4;8;8;4;;;3;35.68;;10;8.36;;3.87;8
MCOPED;2016;070000179;070780358;1;0;15;0;0;1481;2096;33;3;3;1;24.24;1.9;0;0;0;0;6;0;8;4;1;68;22;4;4;2;0;19.89;65;3.49;8.52;4.85;0.1;100.81
MCOPED;2016;070000195;070780374;1;0;8;0;0;438;1885;0;;2;2;0.21;0.21;0;0;0;0;;;5;;;;;;1;;;;;;6.61;;;
MCOPED;2016;070000609;070005566;1;0;10;;0;1074;2181;3;3;0;0;3.03;3.03;;;;;2;5;0;0;0;11;2;7;0;0;0;3.02;5;9.99;0;0;0;14.53
MCOPED;2016;080000110;080000037;1;1;18;2;868;1067;2728;3;3;;;3;3;0;0;1;1;;;;;;;;;;;;;;;;;;
MCOPED;2016;080000425;080000615;1;;22;1;326;1610;5076;5;5;;;0.5;0.5;1;1;0;0;3;1;6;;;6;4;5;8;;1;5.06;7;5.8;11.96;;0.05;8.39
MCOPED;2016;090000175;090781774;1;;7;2;300;1043;1694;4;4;2;2;5.9;5.9;0;0;1;1;1;9;;;;11;1;4;;1;;3.37;4;6.21;;0.1;;12.09
MCOPED;2016;100000090;100000017;1;0;31;4;887;2151;6641;1;1;9;5;4.02;3.01;0;0;1;1;12;4;5;;2;12;2;2;2;;0;13.1;4;5.55;6.38;;2;13.97
MCOPED;2016;110000023;110780061;1;0;13;4;458;1465;2931;;;4;4;1.57;1.57;0;0;1;1;3;7;10;;;;;1;;2;;4.78;4;6.41;10.21;0.1;0.3;2.25
MCOPED;2016;110000056;110780137;1;0;16;0;0;1779;3379;4;4;1;1;4.55;4.5;0;0;1;1;7;4;6;;;2;3;1;1;;;10.51;;3.75;6.73;;;2.12
MCOPED;2016;120000039;120780044;1;;11;2;188;940;2115;1;1;5;5;5.58;5.58;;1;;0;1;4;7;0;0;2;0;5;3;1;0;1;4;8.15;9.26;0.4;0;3.95
MCOPED;2016;120004668;120004619;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MCOPED;2016;130000409;130041916;1;1;18;4;751;2679;5931;9;9;13;12;10.09;10.09;1;;0;;2;2;5;;;6;12;7;11;1;;8.62;12;6.37;9.69;0.25;;9
MCOPED;2016;130000565;130781446;1;1;13;1;334;1423;2481;4;4;8;8;7.4;7.4;;1;;0;2;1;4;;;0;4;3;5;;;4.28;2;2.85;8.13;;;0.8
MCOPED;2016;130001225;130782634;1;0;6;;0;1695;3219;3;3;6;5;5.85;5.83;;;;;;4;5;;1;4;4;10;8;;;3.3;2;10.35;10.35;;0.25;4.11
MCOPED;2016;130002827;130789274;1;;2;0;0;65;266;2;2;0;0;2;2;0;;1;;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1
MCOPED;2016;130002835;130789316;1;1;22;1;94;1343;2380;5;5;5;5;7.12;7.12;1;1;0;0;10;5;6;0;0;8;10;3;2;0;0;15.99;4;7.18;8.28;0;0;8.35
MCOPED;2016;130780521;130786049;1;1;56;7;2111;3694;10355;2;2;3;3;2.69;2.69;;;;;4;6;6;;1;6;8;6;5;;;8.86;4;8.63;9.43;;1;7.52
MCOPED;2016;130785652;130014228;1;1;46;;0;3494;5607;;;3;;3.87;;1;1;0;0;12;12;18;;;13;2;7;1;;;12.85;1;15.12;18.28;;;13.28
MCOPED;2016;130804297;130786049;1;1;166;95;11229;11286;45074;13;13;34;29;18.15;17.59;0;;1;;19;15;27;1;4;18;45;32;37;1;1;39.62;32;29.7;42.38;1.1;3.98;29.99
MCOPED;2016;140000027;140000035;1;1;28;3;361;2402;6654;5;5;3;3;7.1;7.1;1;1;1;1;14;3;9;0;1;19;9;6;2;0;0;19.59;2;8.15;10.8;0;1;15.76
MCOPED;2016;140000209;140000100;1;1;70;12;2571;5520;18059;19;13;3;2;14.44;10.86;1;1;0;0;5;19;25;;;18;13;14;9;;1;15.17;8;26.1;31.32;;0.65;22.07
MCOPED;2016;140000233;140000118;1;0;18;1;179;1085;3061;3;3;1;1;3.2;3.2;0;0;1;1;4;1;;;;7;3;;2;;1;5.95;7;1;1.3;;0.4;10.48
MCOPED;2016;140024886;140000092;1;0;11;0;110;829;2111;5;5;0;;4.2;4.2;;;1;1;2;3;3;;;2;1;;3;;;1.97;4;3;4.77;;;5.46
MCOPED;2016;150000040;150780096;1;0;16;;0;1427;2295;4;4;3;3;2.16;2.16;0;0;1;1;4;2;7;;;1;1;2;4;;;4.22;8;3.65;10.31;;;4.48
MCOPED;2016;160000253;160000451;1;1;18;6;554;1820;3892;1;1;6;6;4.59;4.59;1;1;0;0;8;3;3;0;0;14;13;4;3;0;0;18.47;10;6.02;4.47;0;0;20.95
MCOPED;2016;160013207;160001632;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MCOPED;2016;170000087;170024194;1;;28;5;1139;1823;4626;8;;1;;8.6;;;;;;4;1;10;;1;12;5;9;8;;0;8.69;4;7.42;15.48;;0.4;10.71
MCOPED;2016;170000103;170780175;1;1;25;;0;3044;6029;9;9;3;3;9.94;9.94;0;0;0;0;16;10;14;7;0;5;12;15;14;0;0;8.71;6;7.37;13.38;0.78;0;2.49
MCOPED;2016;170000152;170780225;1;;14;2;105;1479;2887;1;1;7;6;3.5;3.2;1;1;1;1;2;11;8;0;0;4;6;5;12;0;1;4.77;6;13.8;14.21;0;0.6;7.44
MCOPED;2016;180000010;180000028;1;0;22;3;240;1699;2855;5;4;1;0;1.7;1.2;0;0;1;1;5;4;6;;;;3;3;2;;;7;3;6.1;7.5;;;1.5
MCOPED;2016;180000200;180000051;1;0;6;1;82;844;1523;0;0;1;1;0.87;0.87;;;;;6;0;2;0;0;4;2;0;1;0;0;6.95;3;0;2.69;0;0;4.87
MCOPED;2016;190000018;190000042;1;0;20;4;163;1561;4241;4;;2;;2.96;;0;0;1;0;12;5;14;;;5;1;1;2;;2;12.59;2;5.69;17.4;;1.06;6.73
MCOPED;2016;190000026;190000059;1;0;6;2;44;697;1698;3;2;2;2;4.83;4.03;;;1;1;;;;;;1;8;8;9;;1;4.53;4;4.01;4.97;;0.72;4.62
MCOPED;2016;210780110;210000022;1;0;12;;0;621;1599;3;3;4;4;5;5;1;1;1;1;6;16;6;;;;4;;2;;;8;;13.4;7.5;;;
MCOPED;2016;210987558;210780581;1;1;51;2;3500;4176;15839;41;25;;;18.37;12.34;1;1;0;0;41;34;28;20;5;56;;;;;;36.26;;25.24;25.96;15.48;2.35;37.41
MCOPED;2016;210987657;210012175;1;0;14;0;0;1416;3232;3;3;;;2.85;2.85;0;0;0;0;1;3;8;;;4;3;2;1;;1;3.4;4;4.26;7.83;;0.5;5.59
MCOPED;2016;210987699;210780706;1;0;6;0;132;326;594;2;2;0;0;0.81;0.81;0;0;1;1;3;0;1;0;0;8;0;0;0;0;0;2.7;0;0.61;1;0;0;4.5
MCOPED;2016;220000012;220000020;1;1;22;4;959;3690;9719;8;8;2;2;9.61;9.61;1;1;1;1;;;;;;;;1;;;;;;0.26;;;;
MCOPED;2016;220000095;220000046;1;0;3;;0;419;714;3;3;;;3;3;0;0;1;1;1;;5;;;1;6;;2;;;6.82;3;;6.58;;;1.93
MCOPED;2016;220000343;220000079;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MCOPED;2016;220000368;220000103;1;0;8;0;0;949;1748;2;2;;;1.74;1.74;0;0;1;1;4;1;2;;;6;3;;;;;5.63;7;1;2.25;;;7.16
MCOPED;2016;230000820;230780041;1;0;10;0;0;857;1938;3;3;;;3.01;3.01;0;0;1;1;;;;;;;;;;;;;;;;;;
