BOR;AN;nofinesset;nofinessej;PERSO;EFFPL;EFFPA;ETP;GAR;AST
NEUROCHIR_P;2020;450002613;450000088;N2500;3;4;7.05;;
NEUROCHIR_P;2020;450002613;450000088;NAUT;1;0;0.98;;
NEUROCHIR_P;2020;490000049;490000031;M103X;0;3;1;;
NEUROCHIR_P;2020;490000049;490000031;M1120;0;1;0.1;;
NEUROCHIR_P;2020;490000049;490000031;M1160;;;;0;1
NEUROCHIR_P;2020;490000049;490000031;M2060;0;9;4.14;0;1
NEUROCHIR_P;2020;490000049;490000031;N2200;21;18;32.45;;
NEUROCHIR_P;2020;490000049;490000031;N2400;0;1;0.4;;
NEUROCHIR_P;2020;490000049;490000031;N2500;24;17;32.94;;
NEUROCHIR_P;2020;490000049;490000031;N4000;11;0;2.48;;
NEUROCHIR_P;2020;490000049;490000031;NAUT;5;1;5.77;;
NEUROCHIR_P;2020;490000049;490000031;NCINS;13;3;6.8;;
NEUROCHIR_P;2020;510004302;510000029;M1120;;;;0;1
NEUROCHIR_P;2020;510004302;510000029;M1160;;;;0;1
NEUROCHIR_P;2020;510004302;510000029;M2060;10;;4.33;0;1
NEUROCHIR_P;2020;510004302;510000029;N2200;25;4;27.49;;
NEUROCHIR_P;2020;510004302;510000029;N2500;10;12;19.63;;
NEUROCHIR_P;2020;510004302;510000029;NAUT;19;2;11.54;;
NEUROCHIR_P;2020;510004302;510000029;NCINS;4;0;0.89;;
NEUROCHIR_P;2020;540001138;540023264;M103X;7;;4.85;;
NEUROCHIR_P;2020;540001138;540023264;M1120;;;;1;1
NEUROCHIR_P;2020;540001138;540023264;M1160;5;1;1.92;0;0
NEUROCHIR_P;2020;540001138;540023264;M2060;10;;6.08;0;0
NEUROCHIR_P;2020;540001138;540023264;MAUT;1;;0.2;;
NEUROCHIR_P;2020;540001138;540023264;N2200;43;17;55.32;;
NEUROCHIR_P;2020;540001138;540023264;N2500;39;11;39.79;;
NEUROCHIR_P;2020;540001138;540023264;NAUT;22;1;16.6;;
NEUROCHIR_P;2020;540001138;540023264;NCINS;25;6;28.37;;
NEUROCHIR_P;2020;540002698;540023264;M1120;;;;0;1
NEUROCHIR_P;2020;540002698;540023264;M1160;;;;0;1
NEUROCHIR_P;2020;540002698;540023264;M2060;4;;1.23;0;1
NEUROCHIR_P;2020;540002698;540023264;MAUT;4;1;0.21;;
NEUROCHIR_P;2020;540002698;540023264;N2200;8;5;7.18;;
NEUROCHIR_P;2020;540002698;540023264;N2500;10;9;10.25;;
NEUROCHIR_P;2020;540002698;540023264;NAUT;7;1;4.49;;
NEUROCHIR_P;2020;540002698;540023264;NCINS;6;1;4.26;;
NEUROCHIR_P;2020;590000618;590782215;M103X;5;;3.2;;
NEUROCHIR_P;2020;590000618;590782215;M1120;9;;7.06;;
NEUROCHIR_P;2020;590000618;590782215;M1160;;;;1;1
NEUROCHIR_P;2020;590000618;590782215;M2060;7;;4.4;0;1
NEUROCHIR_P;2020;590000618;590782215;N2200;23;6;22.05;;
NEUROCHIR_P;2020;590000618;590782215;N2500;17;4;16.88;;
NEUROCHIR_P;2020;590000618;590782215;NAUT;7;0;3.21;;
NEUROCHIR_P;2020;590796975;590780193;M1120;2;1;1.3;1;1
NEUROCHIR_P;2020;590796975;590780193;M1160;;;;1;1
NEUROCHIR_P;2020;590796975;590780193;M2060;15;;6.67;1;1
NEUROCHIR_P;2020;590796975;590780193;MAUT;2;;1.3;;
NEUROCHIR_P;2020;590796975;590780193;N2200;38;26;54.96;;
NEUROCHIR_P;2020;590796975;590780193;N2400;5;0;6.02;;
NEUROCHIR_P;2020;590796975;590780193;N2500;53;22;63.87;;
NEUROCHIR_P;2020;590796975;590780193;NAUT;35;6;35.85;;
NEUROCHIR_P;2020;590796975;590780193;NCINS;9;2;10.67;;
NEUROCHIR_P;2020;630000404;630780989;M2060;6;;3.59;0;1
NEUROCHIR_P;2020;630000404;630780989;MAUT;1;;1;;
NEUROCHIR_P;2020;630000404;630780989;N2200;30;9;35.48;;
NEUROCHIR_P;2020;630000404;630780989;N2500;17;9;20.36;;
NEUROCHIR_P;2020;630000404;630780989;NAUT;8;5;9.41;;
NEUROCHIR_P;2020;630000404;630780989;NCINS;1;;1;;
NEUROCHIR_P;2020;640000162;640780417;M1160;0;0;0;0;1
NEUROCHIR_P;2020;640000162;640780417;M2060;3;5;3.65;0;1
NEUROCHIR_P;2020;640000162;640780417;N2200;12;1;10.9;;
NEUROCHIR_P;2020;640000162;640780417;N2500;15;0;12.34;;
NEUROCHIR_P;2020;640000162;640780417;NAUT;2;2;3.6;;
NEUROCHIR_P;2020;640000162;640780417;NCINS;1;0;1;;
NEUROCHIR_P;2020;640780946;640000469;M2060;5;;5;0;1
NEUROCHIR_P;2020;640780946;640000469;N2200;9;2;8.65;;
NEUROCHIR_P;2020;640780946;640000469;N2500;7;2;8.46;;
NEUROCHIR_P;2020;640780946;640000469;NCINS;1;;1;;
NEUROCHIR_P;2020;660000084;660780180;M103X;26;9;33.5;;
NEUROCHIR_P;2020;660000084;660780180;M1120;6;8;13.1;;
NEUROCHIR_P;2020;660000084;660780180;M1160;3;16;1.68;;
NEUROCHIR_P;2020;660000084;660780180;M2060;4;;4;;
NEUROCHIR_P;2020;660000084;660780180;N2200;12;1;10.83;;
NEUROCHIR_P;2020;660000084;660780180;N2500;12;1;11.67;;
NEUROCHIR_P;2020;660000084;660780180;NAUT;2;2;2.5;;
NEUROCHIR_P;2020;660000084;660780180;NCINS;1;;1;;
NEUROCHIR_P;2020;660780669;660000324;M103X;4;;4;;
NEUROCHIR_P;2020;660780669;660000324;M2060;1;;1;0;1
NEUROCHIR_P;2020;660780669;660000324;N2200;6;;6;;
NEUROCHIR_P;2020;660780669;660000324;N2500;6;;6;;
NEUROCHIR_P;2020;660780669;660000324;NCINS;1;;1;;
NEUROCHIR_P;2020;670783273;670780055;M103X;13;1;13.45;;
NEUROCHIR_P;2020;670783273;670780055;M1120;1;;0.5;0;
NEUROCHIR_P;2020;670783273;670780055;M1160;3;1;2.53;0;1
NEUROCHIR_P;2020;670783273;670780055;M2060;3;6;6.47;0;1
NEUROCHIR_P;2020;670783273;670780055;N2200;28;13;38.72;;
NEUROCHIR_P;2020;670783273;670780055;N2400;0;5;1.66;;
NEUROCHIR_P;2020;670783273;670780055;N2500;20;10;24.77;;
NEUROCHIR_P;2020;670783273;670780055;N4000;0;5;3.54;;
NEUROCHIR_P;2020;670783273;670780055;NAUT;7;9;9.14;;
NEUROCHIR_P;2020;670783273;670780055;NCINS;1;2;1.68;;
NEUROCHIR_P;2020;680000684;680000973;M103X;7;2;8.23;;
NEUROCHIR_P;2020;680000684;680000973;M1120;9;1;9.1;0;1
NEUROCHIR_P;2020;680000684;680000973;M1160;4;1;5.03;0;1
NEUROCHIR_P;2020;680000684;680000973;M2060;7;4;9.27;0;1
NEUROCHIR_P;2020;680000684;680000973;N2200;16;9;23.29;;
NEUROCHIR_P;2020;680000684;680000973;N2500;17;5;19.15;;
NEUROCHIR_P;2020;680000684;680000973;NAUT;17;5;18.53;;
NEUROCHIR_P;2020;680000684;680000973;NCINS;1;;1.09;;
NEUROCHIR_P;2020;690007539;690781810;M2060;;;0.1;0;1
NEUROCHIR_P;2020;690007539;690781810;NAUT;1;1;1.73;;
NEUROCHIR_P;2020;690041124;690000724;M103X;;23;;;
NEUROCHIR_P;2020;690041124;690000724;M2060;;4;;0;1
NEUROCHIR_P;2020;690041124;690000724;N2200;6;2;8.38;;
NEUROCHIR_P;2020;690041124;690000724;N2500;4;2;5.71;;
NEUROCHIR_P;2020;690041124;690000724;NCINS;1;;0.53;;
NEUROCHIR_P;2020;690780648;690036900;M103X;18;;18;;
NEUROCHIR_P;2020;690780648;690036900;M1120;3;;3;0;1
NEUROCHIR_P;2020;690780648;690036900;M2060;3;1;4;0;1
NEUROCHIR_P;2020;690780648;690036900;N2200;;13;2;;
NEUROCHIR_P;2020;690780648;690036900;N2400;;1;0.06;;
NEUROCHIR_P;2020;690780648;690036900;N2500;;5;0.5;;
NEUROCHIR_P;2020;690780648;690036900;NAUT;;2;0.02;;
NEUROCHIR_P;2020;690784178;690781810;M103X;5;;5.48;;
NEUROCHIR_P;2020;690784178;690781810;M1120;;;;0;1
NEUROCHIR_P;2020;690784178;690781810;M1160;;;0;0;1
NEUROCHIR_P;2020;690784178;690781810;M2060;3;15;5.83;1;0
NEUROCHIR_P;2020;690784178;690781810;MAUT;3;3;3.31;;
NEUROCHIR_P;2020;690784178;690781810;N2200;123;9;120.84;;
NEUROCHIR_P;2020;690784178;690781810;N2400;;;0.5;;
NEUROCHIR_P;2020;690784178;690781810;N2500;75;6;77.94;;
NEUROCHIR_P;2020;690784178;690781810;NAUT;25;5;26.39;;
NEUROCHIR_P;2020;690784178;690781810;NCINS;3;1;4.41;;
NEUROCHIR_P;2020;740000237;740781133;M103X;9;25;1.33;;
NEUROCHIR_P;2020;740000237;740781133;M1120;;;;1;
NEUROCHIR_P;2020;740000237;740781133;M1160;;;;1;
NEUROCHIR_P;2020;740000237;740781133;M2060;1;3;1.08;;1
NEUROCHIR_P;2020;740000237;740781133;N2200;15;73;12.73;;
NEUROCHIR_P;2020;740000237;740781133;N2400;;1;0.2;;
NEUROCHIR_P;2020;740000237;740781133;N2500;6;26;8.08;;
NEUROCHIR_P;2020;740000237;740781133;NAUT;16;38;4.68;;
NEUROCHIR_P;2020;740000237;740781133;NCINS;28;44;3.62;;
NEUROCHIR_P;2020;750000499;750062036;M103X;10;4;11.9;;
NEUROCHIR_P;2020;750000499;750062036;M1120;15;19;21.85;1;0
NEUROCHIR_P;2020;750000499;750062036;M1160;8;12;12.6;1;0
NEUROCHIR_P;2020;750000499;750062036;M2060;5;5;7.1;1;1
NEUROCHIR_P;2020;750000499;750062036;N2200;5;19;23.88;;
NEUROCHIR_P;2020;750000499;750062036;N2400;0;2;1.17;;
NEUROCHIR_P;2020;750000499;750062036;N2500;5;20;24.42;;
NEUROCHIR_P;2020;750000499;750062036;NAUT;5;2;6.79;;
NEUROCHIR_P;2020;750000499;750062036;NCINS;2;0;2;;
NEUROCHIR_P;2020;750000549;750150229;M103X;35;;38.08;;
NEUROCHIR_P;2020;750000549;750150229;M1160;3;;3.22;0;1
NEUROCHIR_P;2020;750000549;750150229;M2060;26;11;29.35;0;0
NEUROCHIR_P;2020;750000549;750150229;MAUT;5;1;5.21;;
NEUROCHIR_P;2020;750000549;750150229;N2200;41;;39.92;;
NEUROCHIR_P;2020;750000549;750150229;N2500;32;;28.78;;
NEUROCHIR_P;2020;750000549;750150229;N4000;5;;5.57;;
NEUROCHIR_P;2020;750000549;750150229;NAUT;24;3;25.83;;
NEUROCHIR_P;2020;750000549;750150229;NCINS;2;;2.89;;
NEUROCHIR_P;2020;750100042;750712184;M1160;4;1;4.3;0;0
NEUROCHIR_P;2020;750100042;750712184;M2060;8;;9;0;0
NEUROCHIR_P;2020;750100042;750712184;N2500;28;1;24.6;;
NEUROCHIR_P;2020;750100042;750712184;N4000;6;1;7.4;;
NEUROCHIR_P;2020;750100042;750712184;NAUT;4;2;5.2;;
NEUROCHIR_P;2020;750100042;750712184;NCINS;20;2;24.6;;
NEUROCHIR_P;2020;750100125;750712184;M1160;2;;2;0;0
NEUROCHIR_P;2020;750100125;750712184;M2060;8;5;12.6;1;1
NEUROCHIR_P;2020;750100125;750712184;N2200;50;;49.5;;
NEUROCHIR_P;2020;750100125;750712184;N2500;44;;44;;
NEUROCHIR_P;2020;750100125;750712184;NAUT;10;1;10.9;;
NEUROCHIR_P;2020;750100125;750712184;NCINS;2;;2;;
NEUROCHIR_P;2020;750100208;750712184;M103X;18;1;18.5;;
NEUROCHIR_P;2020;750100208;750712184;M1120;1;;1;0;0
NEUROCHIR_P;2020;750100208;750712184;M2060;10;0;10.6;1;1
NEUROCHIR_P;2020;750100208;750712184;MAUT;0;1;0.2;;
NEUROCHIR_P;2020;750100208;750712184;N2200;7;4;10.76;;
NEUROCHIR_P;2020;750100208;750712184;N2500;5;1;6.68;;
NEUROCHIR_P;2020;750100208;750712184;NAUT;19;;18.53;;
NEUROCHIR_P;2020;750100208;750712184;NCINS;3;3;5.01;;
NEUROCHIR_P;2020;760000158;760780239;M103X;7;;4.2;;
NEUROCHIR_P;2020;760000158;760780239;M2060;7;;5.91;1;0
NEUROCHIR_P;2020;760000158;760780239;N2200;48;21;72.27;;
NEUROCHIR_P;2020;760000158;760780239;N2500;35;28;61.09;;
NEUROCHIR_P;2020;760000158;760780239;NAUT;21;2;27.09;;
NEUROCHIR_P;2020;760000158;760780239;NCINS;3;;3.17;;
NEUROCHIR_P;2020;800006124;800000044;M1120;;1;0.36;1;0
NEUROCHIR_P;2020;800006124;800000044;M2060;3;6;3.91;1;0
NEUROCHIR_P;2020;800006124;800000044;MAUT;;1;0.05;;
NEUROCHIR_P;2020;800006124;800000044;N2200;12;8;18.28;;
NEUROCHIR_P;2020;800006124;800000044;N2500;17;5;17.78;;
NEUROCHIR_P;2020;800006124;800000044;NAUT;6;6;9.37;;
NEUROCHIR_P;2020;800006124;800000044;NCINS;1;1;1.42;;
NEUROCHIR_P;2020;830100574;750821092;M103X;2;;1.5;;
NEUROCHIR_P;2020;830100574;750821092;M1120;5;;4.5;1;0
NEUROCHIR_P;2020;830100574;750821092;M1160;3;0;2.4;1;0
NEUROCHIR_P;2020;830100574;750821092;M2060;6;;5.42;1;0
NEUROCHIR_P;2020;830100574;750821092;MAUT;1;1;1;;
NEUROCHIR_P;2020;830100574;750821092;N2200;9;;7.2;;
NEUROCHIR_P;2020;830100574;750821092;N2400;1;;0.8;;
NEUROCHIR_P;2020;830100574;750821092;N2500;8;;7.2;;
NEUROCHIR_P;2020;830100574;750821092;N4000;1;;0.8;;
NEUROCHIR_P;2020;830100574;750821092;NAUT;1;;1;;
NEUROCHIR_P;2020;830100574;750821092;NCINS;1;;0.8;;
NEUROCHIR_P;2020;860000223;860014208;M103X;3;4;5.48;;
NEUROCHIR_P;2020;860000223;860014208;M1120;6;11;10.41;1;0
NEUROCHIR_P;2020;860000223;860014208;M1160;0;7;1.72;0;0
NEUROCHIR_P;2020;860000223;860014208;M2060;6;2;5.14;0;1
