BOR;AN;nofinesset;nofinessej;AUT;SAL;SALANG;SEJ;JOU;ACT;ACT1;ACT2;ACT3;ADU;ENF;GREF;SALAS;CEC;INTENF;INTADU;INTURG;INTCEC;LIT_CHIRC;LIT_CAR;SEJ_CHIRC;JOU_CHIRC
CHIRCAR;2016;250000114;900000365;1;2;0;567;2388;642;563;0;79;0;0;0;;;0;0;;0;;;0;0
CHIRCAR;2016;250000270;250000643;1;2;2;1040;2518;1090;430;0;660;0;0;0;;;0;0;;0;;;0;0
CHIRCAR;2016;250006954;250000015;1;3;3;1806;5468;2030;545;1;1484;1;0;0;3;3;5;941;;675;24;36;1099;6299
CHIRCAR;2016;260000013;260000021;1;2;1;1534;4889;1633;450;0;1183;0;0;0;;;0;0;;0;;;0;0
CHIRCAR;2016;260000138;260000047;1;0;0;60;558;67;51;0;16;0;0;0;;;0;0;;0;;18;0;0
CHIRCAR;2016;270000359;270023724;1;;;201;1443;214;147;0;67;0;0;0;;;0;0;;0;;;0;0
CHIRCAR;2016;270000862;270000953;1;;1;531;2081;550;136;0;414;0;0;0;;;0;0;0;0;;;0;0
CHIRCAR;2016;280504267;280000134;1;0;1;1301;3884;1408;467;0;941;0;0;0;;;0;0;;0;;;0;0
CHIRCAR;2016;290000025;290020700;1;0;1;626;2318;646;168;0;478;0;0;0;;;0;0;;0;;38;0;0
CHIRCAR;2016;290004324;290000017;1;3;3;1356;4218;1648;791;0;857;1;0;0;2;2;0;820;43;591;27;50;1628;9220
CHIRCAR;2016;290019777;290022508;1;1;1;580;1967;644;104;0;540;0;0;0;;;0;0;;0;;16;0;0
CHIRCAR;2016;2A0000022;2A0000014;1;1;1;708;3024;782;69;0;713;1;0;0;;;0;5;;0;;20;0;0
CHIRCAR;2016;2B0000012;2B0000020;1;1;1;943;2440;1086;164;0;922;0;0;0;0;0;0;0;0;0;0;28;0;0
CHIRCAR;2016;300780152;920029527;1;2;2;1413;5159;1597;586;0;1011;1;0;0;2;2;0;428;66;400;;46;0;0
CHIRCAR;2016;300782117;300780038;1;2;2;1962;5318;2171;710;0;1461;0;0;0;;;0;0;;0;;;0;0
CHIRCAR;2016;310016977;310781406;1;1;1;117;282;123;5;115;3;0;1;0;1;2;307;0;44;0;;;0;0
CHIRCAR;2016;310780259;310000096;1;2;3;5999;11478;6666;2397;3;4266;1;0;0;4;3;2;1437;101;1314;38;100;2637;11748
CHIRCAR;2016;310780309;310000120;1;1;0;747;2766;838;90;0;748;0;0;0;;;0;0;;0;;;0;0
CHIRCAR;2016;310781000;310788880;1;1;1;819;2384;902;118;0;784;0;0;0;0;0;0;0;;0;;;0;0
CHIRCAR;2016;310783055;310781406;1;5;5;3810;13226;4501;1358;1;3142;1;0;1;4;4;1;1897;425;1592;25;72;1217;3443
CHIRCAR;2016;330000605;330781253;1;1;1;1168;3872;1246;444;0;802;0;0;0;0;0;0;0;0;0;0;34;0;0
CHIRCAR;2016;330780081;330000043;1;2;2;1864;5294;2098;806;10;1282;1;0;0;3;3;0;2153;124;2043;35;40;1546;9414
CHIRCAR;2016;330780354;330000225;1;1;1;1020;3066;1138;352;0;786;0;0;0;;;0;0;;0;;14;0;0
CHIRCAR;2016;330780479;330000274;1;1;1;162;716;171;98;0;73;0;0;0;;;0;0;;0;;;0;0
CHIRCAR;2016;330780503;330000308;1;1;1;1215;3553;1308;56;0;1252;0;0;0;;;0;0;;0;0;28;0;0
CHIRCAR;2016;330781352;330781196;1;0;1;145;673;157;103;0;54;0;0;0;;;0;0;;0;0;30;0;0
CHIRCAR;2016;330783648;330781196;1;7;3;3748;12791;4639;2238;120;2281;1;1;1;5;7;423;2617;;2255;69;166;2332;16815
CHIRCAR;2016;340000033;340780055;1;1;1;216;1139;224;221;0;3;0;0;0;;;0;0;;0;;;0;0
CHIRCAR;2016;340015502;340000512;1;3;3;1903;5838;2056;754;0;1302;1;0;0;2;2;0;595;43;519;26;44;1097;4944
CHIRCAR;2016;340780667;340000280;1;2;2;922;3640;1076;332;0;744;0;0;0;;;0;0;;0;;;0;0
CHIRCAR;2016;340796663;340780477;1;3;3;2597;8469;3087;953;13;2121;1;0;1;3;4;3;928;;843;56;64;2831;14983
CHIRCAR;2016;350000147;350000022;1;1;1;921;3287;1090;304;0;786;0;0;0;;;0;0;;0;;;0;0
CHIRCAR;2016;350000741;350005179;1;5;2;1929;7935;2162;1109;1;1052;1;0;1;5;3;7;1732;;1481;40;66;2807;10062
CHIRCAR;2016;350002192;220020739;1;3;2;1245;3138;1300;378;0;922;0;0;0;;;0;0;;0;;;0;0
CHIRCAR;2016;360000137;360000053;1;1;0;323;1741;343;246;0;97;0;0;0;;;0;0;;0;;;0;0
CHIRCAR;2016;370000085;370013468;1;2;2;1718;4663;1921;772;0;1149;1;0;0;2;2;0;697;188;671;6;;627;1840
CHIRCAR;2016;370000499;370000481;1;0;0;0;0;0;0;0;0;0;1;0;2;2;222;2;;2;4;0;237;921
CHIRCAR;2016;370004467;370000481;1;0;2;3007;7969;3386;1606;1;1779;1;0;1;2;2;2;857;;824;8;71;881;2525
CHIRCAR;2016;380000034;380780049;1;1;;124;611;135;132;0;3;0;0;0;;;0;0;;0;;;0;0
CHIRCAR;2016;380000067;380780080;1;3;3;2262;8378;2538;1271;36;1231;1;0;1;2;4;6;992;267;833;25;72;938;7640
CHIRCAR;2016;380012658;380012609;1;0;3;1272;3514;1310;120;0;1190;0;0;0;;;0;0;;0;0;26;0;0
CHIRCAR;2016;380786442;380798025;1;2;2;1360;3047;1599;650;0;949;0;0;0;;;0;0;;0;;37;0;0
CHIRCAR;2016;390000040;390780146;1;1;1;73;348;74;73;0;1;0;0;0;;;0;0;;0;0;0;0;0
CHIRCAR;2016;400000105;400780193;1;0;0;212;1199;224;210;0;14;0;0;0;;;0;0;;0;;33;0;0
CHIRCAR;2016;400000139;400011177;1;2;2;693;2309;752;102;0;650;0;0;0;;;0;0;;0;;25;0;0
CHIRCAR;2016;410000020;410000087;1;1;0;285;1552;316;305;0;11;0;0;0;;;0;0;;0;;24;0;0
CHIRCAR;2016;420000010;420780033;1;1;0;265;1071;297;270;0;27;0;0;0;;;0;0;;0;;;0;0
CHIRCAR;2016;420011413;420011405;1;1;;680;2409;744;251;0;493;0;0;0;;;0;0;;0;;;0;0
CHIRCAR;2016;420785354;420784878;1;5;2;2818;9413;3175;1503;1;1671;1;0;0;2;2;4;801;;701;10;52;559;3240
CHIRCAR;2016;430000117;430000018;1;1;;141;751;149;134;0;15;0;0;0;;;0;0;;0;;;0;0
CHIRCAR;2016;440000016;440000057;1;1;;588;2896;639;184;0;455;0;0;0;;;0;;;0;;;0;0
CHIRCAR;2016;440000271;440000289;1;1;;122;382;129;6;47;76;0;1;1;;;0;0;;0;;;0;0
CHIRCAR;2016;440017598;440000289;1;5;5;2173;7907;2389;996;3;1390;1;0;1;;;0;0;;0;;;0;0
CHIRCAR;2016;440041580;440041572;1;0;3;3257;7223;3510;1923;0;1587;0;0;0;0;0;0;0;;0;0;40;0;0
CHIRCAR;2016;450000294;450000591;1;3;3;1368;5554;1566;561;0;1005;0;0;0;;;0;0;;0;;;0;0
CHIRCAR;2016;450002613;450000088;1;0;3;1734;5230;1959;379;0;1580;0;0;0;0;0;0;0;0;0;0;0;0;0
CHIRCAR;2016;470000027;470014069;1;2;;1328;4675;1452;300;0;1152;0;0;0;;;0;0;;0;;32;0;0
CHIRCAR;2016;490000049;490000031;1;3;1;1646;7254;2139;578;0;1561;1;1;0;2;3;10;879;186;816;16;51;742;3938
CHIRCAR;2016;490000262;490000171;1;1;;1323;3778;1421;824;0;597;0;0;0;;;0;0;;0;;;0;0
CHIRCAR;2016;490000635;490000676;1;1;0;126;658;137;103;0;34;0;0;0;;;0;0;;0;;;0;0
CHIRCAR;2016;510000185;510000532;1;1;1;1197;4521;1300;541;0;759;0;0;0;;;0;0;;0;;;0;0
CHIRCAR;2016;510002447;510000029;1;1;2;1703;6148;1866;702;0;1164;1;0;0;2;2;1;631;10;539;20;67;1110;5633
CHIRCAR;2016;520000027;520780032;1;;;0;0;0;0;0;0;0;0;0;;;0;0;;0;;;0;0
CHIRCAR;2016;530000264;530000371;1;1;;694;3291;777;136;0;641;0;0;0;;;0;0;;0;;;0;0
CHIRCAR;2016;540000445;540000890;1;2;2;1679;3764;1831;728;0;1103;0;0;0;;;0;0;;0;;;0;0
CHIRCAR;2016;540000478;540003449;1;3;3;2545;5176;2749;250;0;2499;0;0;0;;;0;0;;0;0;12;0;0
CHIRCAR;2016;540002698;540023264;1;6;3;3053;9596;3615;1754;4;1857;1;0;1;3;3;5;1071;;857;24;76;1890;7250
CHIRCAR;2016;550000012;550006795;1;0;0;102;648;108;68;0;40;0;0;0;;;0;0;;0;;;0;0
CHIRCAR;2016;560000127;560023210;1;2;0;1293;3575;1360;416;0;944;0;0;0;;;0;0;;0;;;0;0
CHIRCAR;2016;560000135;560005746;1;1;1;1506;5178;1602;526;0;1076;0;0;0;;;0;0;;0;;39;0;0
CHIRCAR;2016;570000349;570005165;1;1;1;164;727;231;213;0;18;0;0;0;;;0;0;;0;;40;0;0
CHIRCAR;2016;570000646;570001115;1;1;2;1397;3636;1568;423;0;1145;1;0;0;2;4;0;670;;412;17;23;691;4532
CHIRCAR;2016;570026682;570005165;1;2;2;2905;6656;3084;770;0;2314;1;0;0;2;2;0;501;161;374;23;58;1126;6218
CHIRCAR;2016;580972685;580780096;1;;;0;0;5;5;0;0;0;0;0;;;0;0;;0;;;0;0
CHIRCAR;2016;580972693;580780039;1;1;;1140;4673;1218;131;0;1087;0;0;0;;;0;0;;0;;;0;0
CHIRCAR;2016;590000337;590781415;1;;1;578;1507;629;99;0;530;0;0;0;;;0;0;;0;;42;0;0
CHIRCAR;2016;590000428;590781605;1;0;0;69;381;75;28;0;47;0;0;0;;;0;0;;0;;;0;0
CHIRCAR;2016;590000618;590782215;1;22;;1414;5534;3459;775;0;2684;0;0;0;;;0;0;;0;;67;0;0
CHIRCAR;2016;590001004;590783239;1;0;0;216;881;226;47;0;179;0;0;0;;;0;0;;0;;;0;0
CHIRCAR;2016;590008041;590008033;1;;1;1127;3413;1299;678;0;621;0;0;0;;;0;0;;0;;;0;0
CHIRCAR;2016;590780268;590053955;1;1;1;1050;3141;1212;441;0;771;1;0;0;2;2;0;1018;;904;20;23;914;3954
CHIRCAR;2016;590780284;590051801;1;1;1;1090;4893;1239;750;0;489;0;0;0;;;0;0;;0;;;0;0
CHIRCAR;2016;590780383;590000204;1;;1;717;1842;742;108;0;634;0;0;0;;;0;0;;0;;;0;0
CHIRCAR;2016;590782553;590000741;1;1;;465;1504;493;107;0;386;0;0;0;;;0;;;0;;27;0;0
CHIRCAR;2016;590787586;590780193;1;5;3;2666;9761;3123;1184;170;1769;1;1;1;3;3;23;2022;;1715;52;94;2780;20571
CHIRCAR;2016;590801106;590782421;1;2;1;663;3058;721;377;0;344;0;0;0;;;0;0;;0;;;0;0
CHIRCAR;2016;590804696;590781902;1;0;0;177;651;178;1;0;177;0;0;0;;;0;0;;0;;;0;0
CHIRCAR;2016;600000194;600100713;1;1;1;332;1397;374;47;0;327;0;0;0;;;0;0;;0;;;0;0
CHIRCAR;2016;600000467;600101984;1;1;;968;3146;1024;226;0;798;0;0;0;;;0;0;;0;;;0;0
CHIRCAR;2016;600113476;600100721;1;1;1;687;3037;749;254;0;495;0;0;0;;;0;0;;0;;;0;0
CHIRCAR;2016;610000051;610780082;1;0;0;132;595;134;96;0;38;0;0;0;;;0;0;;0;;22;0;0
CHIRCAR;2016;620000034;620100057;1;0;0;393;1618;410;97;0;313;0;0;0;;;0;0;;0;;;0;0
CHIRCAR;2016;620000224;620100651;1;;;231;1160;253;90;0;163;0;0;0;;;0;0;;0;;;0;0
CHIRCAR;2016;620000257;620100685;1;1;3;1322;4992;1475;613;0;862;1;0;0;2;2;0;304;;238;6;64;267;1028
CHIRCAR;2016;620000653;620103440;1;2;2;837;2184;883;286;0;597;0;0;0;0;0;0;0;0;0;0;27;0;0
CHIRCAR;2016;620100750;620000273;1;;;0;0;;;;;0;0;0;;;;;;;;;0;0
CHIRCAR;2016;620101501;620000364;1;2;2;1227;3694;1329;382;0;947;1;0;0;2;2;0;345;;301;9;;245;994
CHIRCAR;2016;620118513;620002915;1;2;1;501;1512;514;134;0;380;0;0;0;;;0;0;;0;;;0;0
CHIRCAR;2016;630000404;630780989;1;3;3;2785;8992;3578;1172;24;2382;1;0;1;;;2;1272;;1161;24;90;965;7032
CHIRCAR;2016;630780211;630000107;1;3;2;1753;4238;2106;900;0;1206;0;0;0;;;0;0;;0;;;0;0
CHIRCAR;2016;640000600;640781290;1;2;1;1565;2603;1737;838;0;899;0;0;0;;;0;0;;0;;;0;0
CHIRCAR;2016;640016580;640010658;1;1;1;2358;6651;5442;1166;0;1811;0;0;0;;;0;0;;0;;;0;0
CHIRCAR;2016;640781225;640000568;1;;2;784;2729;818;333;0;485;0;0;0;;;0;0;;0;;;0;0
CHIRCAR;2016;650000417;650783160;1;;1;609;2510;649;189;0;460;0;0;0;;;0;0;;0;0;24;0;0
CHIRCAR;2016;650780679;650000243;1;;1;713;3361;839;274;0;565;0;0;0;;;0;0;;0;;33;0;0
CHIRCAR;2016;660000084;660780180;1;1;1;1285;4821;2694;765;0;1929;0;0;0;;;0;0;;0;;;0;0
CHIRCAR;2016;660780784;660000407;1;3;22;2211;6582;2706;782;0;1924;1;0;0;2;2;0;554;68;404;;36;0;0
CHIRCAR;2016;670000025;670780055;1;1;2;2632;9027;2958;1135;0;1823;1;0;1;;;99;1387;;1307;24;91;1283;6983
CHIRCAR;2016;670000157;670780337;1;3;2;1184;4095;1252;322;0;930;0;0;0;;;0;0;;0;;;0;0
CHIRCAR;2016;670014430;670001734;1;2;1;1624;3087;1808;626;66;1116;0;0;0;;;;;;;;;0;0
CHIRCAR;2016;670783273;670780055;1;1;2;57;449;42;11;31;0;0;1;0;;;0;0;;0;;;0;0
CHIRCAR;2016;680000320;680000643;1;;2;1428;4870;1526;211;0;1315;0;0;0;;;0;0;;0;;;0;0
CHIRCAR;2016;680000684;680000973;1;;1;520;2761;580;117;0;463;0;0;0;;;0;0;;0;;34;0;0
CHIRCAR;2016;680001195;680000643;1;;2;1168;4374;1232;379;0;853;0;0;0;;;0;0;;0;;;0;0
CHIRCAR;2016;680004546;680020336;1;2;2;1313;3831;1489;347;0;1142;1;0;0;2;2;1;895;;583;20;53;611;4772
CHIRCAR;2016;690000575;690782222;1;1;1;703;2216;754;156;0;598;0;0;0;;;0;0;;0;;;0;0
CHIRCAR;2016;690780390;690000229;1;1;;459;1549;597;594;0;3;0;0;0;;;0;0;;0;;;0;0
CHIRCAR;2016;690780648;690036900;1;2;2;1394;3184;1537;609;0;928;1;0;0;;;0;1147;;1061;24;12;885;5905
CHIRCAR;2016;690782834;690000724;1;3;3;2149;4818;2668;1280;0;1388;1;0;0;2;3;0;1127;;1004;22;;132;185
CHIRCAR;2016;690784152;690781810;1;1;;1917;5053;2185;1009;0;1176;0;0;0;;;0;0;;0;0;43;0;0
CHIRCAR;2016;690784186;690781810;1;3;3;2222;7457;2432;875;102;1455;1;1;1;4;5;794;1151;;868;56;117;1938;12802
CHIRCAR;2016;690793468;690002068;1;;3;1648;3840;1913;1269;0;644;1;0;0;2;2;0;664;118;589;22;33;591;4469
CHIRCAR;2016;690805361;690805353;1;1;1;1480;3827;1645;435;0;1210;0;0;0;;;0;0;;0;;;0;0
CHIRCAR;2016;700000029;700004591;1;1;;60;279;64;47;0;17;0;0;0;;;0;0;;0;;;0;0
CHIRCAR;2016;710978263;710780958;1;3;0;317;914;335;312;0;23;0;0;0;;;0;0;;0;0;17;0;0
CHIRCAR;2016;710978289;710780263;1;1;1;706;2396;783;131;0;652;0;0;0;;;0;0;;0;;20;0;0
CHIRCAR;2016;720000033;720000025;1;2;1;1143;3292;1181;412;0;769;0;0;0;;;0;0;;0;;52;0;0
CHIRCAR;2016;720017748;720000561;1;1;1;1118;4262;1221;464;0;757;0;0;0;;;0;0;;0;;52;0;0
CHIRCAR;2016;730000031;730000015;1;1;1;1139;3511;1241;288;0;953;0;0;0;;;0;0;;0;;48;0;0
CHIRCAR;2016;740000237;740781133;1;2;2;1312;3696;1478;635;0;843;1;0;0;2;2;0;735;51;735;9;14;624;2896
CHIRCAR;2016;740014345;740000617;1;;2;208;355;215;4;0;211;0;0;0;;;0;0;;0;;;0;0
CHIRCAR;2016;740780416;740000112;1;0;2;382;598;396;33;0;363;0;0;0;;;0;0;;0;;;0;0
CHIRCAR;2016;750000523;750150120;1;2;2;950;2547;1008;380;0;628;0;0;0;;;0;0;;0;;34;0;0
CHIRCAR;2016;750100042;750712184;1;;2;1076;2859;1244;40;0;1204;0;0;0;;;0;0;;0;;;0;0
CHIRCAR;2016;750100091;750712184;1;1;;133;628;135;56;0;79;0;0;0;;;0;0;;0;;30;0;0
CHIRCAR;2016;750100125;750712184;1;2;2;2970;10890;3437;1334;0;2103;1;0;1;6;6;3;1972;788;1657;43;60;3126;3063
CHIRCAR;2016;750100166;750712184;1;2;0;549;1589;621;33;1;587;0;0;0;;;0;0;;0;;;0;0
CHIRCAR;2016;750100208;750712184;1;1;0;363;1242;431;41;378;12;0;1;1;2;3;1144;41;0;33;3;10;679;620
CHIRCAR;2016;750100232;750712184;1;3;2;1673;7715;1933;600;3;1330;1;0;1;3;4;3;2026;;1707;24;95;2151;7756
CHIRCAR;2016;750150104;750720476;1;2;1;2379;5676;2521;1142;0;1379;1;0;0;2;2;5;1302;;1230;30;;837;5574
CHIRCAR;2016;750300154;750000671;1;1;1;957;1630;1036;57;0;979;0;0;0;;;0;0;;0;;22;0;0
CHIRCAR;2016;750301137;750001034;1;2;1;924;2331;953;462;0;491;0;0;0;0;0;0;0;0;0;;;0;0
CHIRCAR;2016;750803447;750712184;1;5;2;1856;8680;2239;792;0;1447;1;0;1;3;5;49;1358;;1171;52;63;2172;8402
CHIRCAR;2016;760000018;760780023;1;1;0;188;885;201;111;0;90;0;0;0;;;0;0;;0;;;0;0
CHIRCAR;2016;760000158;760780239;1;3;2;2244;7006;2859;1244;1;1614;1;0;1;3;3;5;1129;;994;24;56;1753;5039
CHIRCAR;2016;760021329;760000448;1;;1;736;2374;837;133;0;704;0;0;0;;;0;0;;0;;38;0;0
CHIRCAR;2016;760780619;760000307;1;;2;1799;5044;1904;394;0;1510;0;0;0;;;0;0;;0;;32;0;0
CHIRCAR;2016;760805770;760780726;1;1;1;952;3494;1019;373;0;646;0;0;0;;;0;0;;0;;34;0;0
CHIRCAR;2016;770000446;770700185;1;;;66;341;73;3;0;70;0;0;0;;;0;0;;0;;;0;0
CHIRCAR;2016;770019032;770170017;1;4;4;2181;6323;2397;745;0;1652;0;0;0;0;0;0;0;0;0;0;48;0;0
CHIRCAR;2016;770300135;770000289;1;1;1;1193;3817;1411;679;0;732;0;0;0;;;0;0;;0;;;0;0
CHIRCAR;2016;780000311;780001236;1;2;1;904;3479;1112;445;0;667;0;0;0;;;0;0;;0;;;0;0
CHIRCAR;2016;780300075;780000485;1;2;2;769;3120;872;210;0;662;0;0;0;;;0;0;;0;;;0;0
CHIRCAR;2016;780300406;780018032;1;1;2;2032;6489;2284;1236;0;1048;1;0;0;2;3;0;1399;;1197;22;30;0;0
CHIRCAR;2016;780800256;780110078;1;;2;850;2763;936;103;1;832;0;0;0;;;0;0;;0;;;0;0
CHIRCAR;2016;790000087;790000012;1;2;1;1144;4609;1205;321;0;884;0;0;0;;;0;0;;0;;;0;0
CHIRCAR;2016;800000143;800000028;1;0;0;138;763;146;131;0;15;0;0;0;;;0;0;;0;0;0;0;0
CHIRCAR;2016;800006124;800000044;1;2;2;1482;6297;1716;703;0;1013;1;1;0;2;3;11;1913;102;1500;16;70;667;4660
CHIRCAR;2016;800015729;800015679;1;2;2;1125;3599;1175;418;0;757;0;0;0;;;0;0;;0;;;0;0
CHIRCAR;2016;810000224;810000471;1;1;1;839;2146;948;91;0;857;0;0;0;;;0;0;;0;;;0;0
CHIRCAR;2016;810000505;810000331;1;1;0;154;773;154;142;0;12;0;0;0;;;0;0;;0;0;18;0;0
CHIRCAR;2016;810000521;810000380;1;1;0;155;941;167;157;0;10;0;0;0;;;0;0;;0;;;0;0
CHIRCAR;2016;820000032;820000016;1;1;0;245;1141;275;206;0;69;0;0;0;;;0;0;;0;;16;0;0
CHIRCAR;2016;820000057;820000131;1;1;1;1140;3107;1287;154;0;1133;0;0;0;;;0;0;;0;;;0;0
CHIRCAR;2016;830000311;830100566;1;1;1;965;3526;1089;160;0;929;0;0;0;;;0;0;;0;;32;0;0
CHIRCAR;2016;830000345;830100616;1;2;2;1429;4210;1555;486;0;1069;0;0;0;;;0;0;;0;;;0;0
CHIRCAR;2016;830100319;830020855;1;2;2;2560;6924;2807;946;1;1860;0;0;0;;;0;0;;0;;;0;0
CHIRCAR;2016;830100574;750821092;1;2;1;606;2122;709;172;0;537;0;0;0;;;0;0;;0;;10;0;0
CHIRCAR;2016;840001861;840006597;1;2;2;1912;4690;2119;331;1;1787;0;0;0;;;0;0;;0;;36;0;0
CHIRCAR;2016;840013312;840003685;1;4;3;2010;4834;2376;1040;0;1336;0;0;0;;;0;0;;0;0;34;0;0
CHIRCAR;2016;850000142;850000019;1;1;1;1575;6231;1732;579;0;1153;0;0;0;;;0;0;;0;;;0;0
CHIRCAR;2016;860000223;860014208;1;3;2;2425;7632;2764;1067;0;1697;1;0;0;2;2;3;644;;604;12;76;604;3964
CHIRCAR;2016;870000064;870000015;1;4;2;1736;5970;1909;794;0;1115;1;0;0;2;2;1;594;68;484;40;51;1544;11578
CHIRCAR;2016;870000288;870017415;1;1;;301;1114;309;303;0;6;0;0;0;;;0;0;;0;;;0;0
CHIRCAR;2016;890975527;890000037;1;;1;1317;3584;1429;450;0;979;0;0;0;;;0;0;;0;;;0;0
CHIRCAR;2016;900000167;900000365;1;1;1;692;2037;724;0;0;724;0;0;0;0;0;0;0;0;0;0;24;0;0
CHIRCAR;2016;910000298;910110055;1;;;100;661;105;103;0;2;0;0;0;;;0;0;;0;;;0;0
CHIRCAR;2016;910020254;910002773;1;3;2;1387;5647;1634;440;0;1194;0;0;0;;;0;0;;0;;;0;0
CHIRCAR;2016;910300219;910003888;1;1;3;2994;9940;3365;1420;73;1872;1;1;0;6;6;962;1472;;1088;70;56;3247;16850
CHIRCAR;2016;910803543;910017615;1;2;2;1211;4828;1307;466;0;841;0;0;0;;;0;0;;0;;;0;0
CHIRCAR;2016;920000650;920150059;1;1;1;508;1710;532;44;0;488;0;0;1;;;0;0;;0;;;0;0
CHIRCAR;2016;920000684;920150091;1;3;3;1647;4612;2036;4;194;1838;1;1;1;4;6;629;1104;;964;38;12;3942;7679
CHIRCAR;2016;920100013;750712184;1;2;1;398;1270;434;0;0;434;0;0;0;0;0;0;0;0;0;0;31;0;0
CHIRCAR;2016;920100021;750712184;1;1;1;279;1135;297;288;0;9;0;0;0;;;0;0;;0;;;0;0
CHIRCAR;2016;920120011;750821092;1;1;1;526;1899;632;334;0;298;0;0;0;;;0;0;;0;;18;0;0
CHIRCAR;2016;920300043;920001526;1;2;2;709;3324;811;235;0;576;0;0;0;;;0;0;;0;;;0;0
CHIRCAR;2016;920300753;920810736;1;3;2;3227;8317;3578;2168;1;1409;1;0;0;3;4;0;1546;89;1394;26;45;1020;4007
CHIRCAR;2016;920300787;920000981;1;0;1;473;667;494;44;0;450;0;0;0;;;0;0;;0;;;0;0
CHIRCAR;2016;930000286;930021480;1;1;1;1013;3701;1086;544;0;542;0;0;0;;;0;0;;0;;;0;0
CHIRCAR;2016;930000302;930110036;1;;1;737;2002;756;2;0;754;0;0;0;;;0;0;;0;;25;0;0
CHIRCAR;2016;930000336;930110069;1;1;1;459;1869;527;1;0;526;0;0;0;0;0;0;0;0;0;;20;0;0
CHIRCAR;2016;930100037;750712184;1;1;0;161;737;165;96;0;69;0;0;0;;;0;0;;0;;;0;0
CHIRCAR;2016;930300025;930000393;1;2;0;864;3233;939;170;0;769;0;0;0;;;0;0;;0;;;0;0
CHIRCAR;2016;930300066;930000401;1;0;1;103;525;108;99;0;9;0;0;0;0;0;0;0;0;0;0;;0;0
CHIRCAR;2016;930300645;930000682;1;3;2;2764;10422;3097;1278;0;1819;1;0;0;;2;0;998;;709;;;0;0
CHIRCAR;2016;940000599;940110042;1;1;1;457;1773;550;64;0;486;0;0;0;0;0;0;0;0;0;0;20;0;0
CHIRCAR;2016;940100027;750712184;1;3;3;1764;6748;2109;701;0;1408;1;0;1;2;3;6;897;;695;31;61;1016;7729
CHIRCAR;2016;940120017;750821092;1;;1;86;523;90;60;0;30;0;0;0;;;0;0;;0;;;0;0
CHIRCAR;2016;940300031;940000706;1;1;1;62;283;63;57;0;6;0;0;0;;;0;0;;0;;;0;0
CHIRCAR;2016;950000307;950110015;1;1;1;697;2614;745;334;0;411;0;0;0;;;0;0;;0;;22;0;0
CHIRCAR;2016;950000323;950013870;1;1;1;698;2077;735;133;0;602;0;0;0;;;0;0;;0;;29;0;0
CHIRCAR;2016;950000331;950110049;1;0;1;544;2140;609;3;0;606;0;0;0;;;0;0;;0;;;0;0
CHIRCAR;2016;950000364;950110080;1;1;1;852;3472;1013;253;0;760;0;0;0;0;0;0;0;;0;0;41;0;0
CHIRCAR;2016;970100392;970100178;1;1;1;142;621;150;148;0;2;0;0;0;;;0;0;;0;;;0;0
CHIRCAR;2016;970100442;970100228;1;1;0;431;2180;484;94;0;390;0;0;0;;;0;0;0;0;0;11;0;0
CHIRCAR;2016;970211215;970211207;1;2;1;790;2659;860;334;0;526;1;1;0;2;2;4;367;;331;12;35;481;3969
CHIRCAR;2016;970400024;970408589;1;1;1;761;2448;856;61;16;779;1;0;0;2;3;20;800;128;690;15;30;616;4342
CHIRCAR;2016;970400057;970408589;1;2;0;649;1993;695;685;1;9;0;0;0;;;0;0;;0;0;21;0;0
CHIRCAR;2016;970462107;970400305;1;;2;728;1954;769;79;0;690;0;0;0;;;0;0;;0;;35;0;0
CHIRCAR;2015;010000024;010780054;1;1;0;273;1084;302;45;0;257;0;0;0;;;0;0;;0;;;0;0
CHIRCAR;2015;010780195;010000156;1;;1;826;2355;948;158;0;790;0;0;0;;;0;0;;0;;;0;0
CHIRCAR;2015;020000162;020000063;1;0;1;632;2721;740;116;0;624;0;0;0;;;0;0;;0;;;0;0
CHIRCAR;2015;020000519;020000261;1;1;1;533;1584;557;105;0;452;0;0;0;;;0;0;;0;;24;0;0
CHIRCAR;2015;030000061;030780092;1;1;0;303;1323;311;276;0;35;0;0;0;0;0;0;0;0;0;0;24;0;0
CHIRCAR;2015;030000079;030780100;1;1;1;95;512;101;41;0;60;0;0;0;;;0;0;;0;0;21;0;0
CHIRCAR;2015;030000087;030780118;1;2;2;1156;2339;1192;60;0;1132;0;0;0;;;0;0;;0;;;0;0
CHIRCAR;2015;060000510;060780954;1;1;1;730;3413;842;258;0;584;0;0;0;;;0;0;;0;;45;0;0
CHIRCAR;2015;060000544;060780988;1;2;1;810;2672;886;288;0;598;0;0;0;;;0;0;;0;;;0;0
CHIRCAR;2015;060780715;060000361;1;;3;1492;4329;1553;624;0;929;0;0;0;;;0;0;;0;;;0;0
CHIRCAR;2015;060785003;060785011;1;2;2;1066;4015;1287;653;0;634;0;0;0;;;0;0;;0;;;0;0
CHIRCAR;2015;060785219;060001468;1;1;;762;2219;1441;1441;0;0;0;0;0;;;0;0;;0;;35;0;0
CHIRCAR;2015;060794013;060790797;1;3;3;1658;3478;1943;623;1;1319;1;0;0;2;2;0;590;68;532;24;;3916;5302
CHIRCAR;2015;080000425;080000615;1;0;1;98;516;106;106;0;0;0;0;0;;;0;0;;0;;;0;0
